title,popularity,release_date,runtime,vote_average,overview
The Flintstones in Viva Rock Vegas,6.248309,4/28/2000,90,4.4,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?"
Rambo III,31.294717,5/24/1988,102,5.7,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured."
Leatherheads,7.739276,3/24/2008,114,5.7,"A light hearted comedy about the beginnings of Professional American Football. When a decorated war hero and college all star is tempted into playing professional football. Everyone see the chance to make some big money, but when a reporter digs up some dirt on the war hero... everyone could lose out."
The Ridiculous 6,19.694695,12/11/2015,119,4.9,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers."
Did You Hear About the Morgans?,14.403696,12/17/2009,103,5.1,"In New York City, an estranged couple who witness a murder are relocated to small-town Wyoming as part of a witness-protection program."
The Internship,1.551497,6/7/2013,119,6.1,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.
Resident Evil: Afterlife,2.143764,9/9/2010,97,5.8,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap."
Red Tails,12.29603,1/19/2012,125,5.9,"The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II."
The Devil's Advocate,33.8473,10/17/1997,144,7.2,A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.
That's My Boy,21.723897,6/14/2012,116,5.5,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding."
DragonHeart,31.791979,5/31/1996,103,6.4,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well."
After the Sunset,14.113066,11/12/2004,97,6,"Two master thieves (Brosnan and Hayek) are finally retiring after one last succesful mission. Residing in their own tropical paradise, their old nemesis, FBI Agent Stan P. Lloyd shows up to make sure they really are retired. Docked in the port is an ocean liner called the ""Diamond Cruise"" and Stan is convinced that they're not really retired at all, and that this is the next set up."
Ghost Rider: Spirit of Vengeance,48.622278,12/10/2011,95,4.7,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end."
Captain Corelli's Mandolin,9.061866,8/17/2001,131,5.5,"When a Greek fisherman leaves to fight with the Greek army during WWII, his fiancee falls in love with the local Italian commander. The film is based on a novel about an Italian soldier's experiences during the Italian occupation of the Greek island of Cephalonia (Kefalonia), but Hollywood made it into a pure love story by removing much of the ""unpleasant"" stuff."
The Pacifier,35.4763,3/4/2005,95,5.8,Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.
Walking Tall,23.438398,4/2/2004,86,6,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house."
Forrest Gump,138.133331,7/6/1994,142,8.2,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability."
Alvin and the Chipmunks,47.336034,12/13/2007,92,5.5,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore."
Meet the Parents,29.97224,10/6/2000,108,6.6,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze."
Pocahontas,47.845589,6/14/1995,81,6.7,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith."
Superman,48.507081,12/13/1978,143,6.9,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane âˆ’ who's in love with Superman. Clark must summon his superhero alter ego when the nefarious Lex Luthor launches a plan to take over the world."
The Nutty Professor,20.28119,6/26/1996,95,5.4,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan."
Hitch,34.576913,2/10/2005,118,6.4,"Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert â€“ now Allegra's boyfriend â€“ it threatens to destroy both relationships."
George of the Jungle,22.573237,7/15/1997,92,5.4,"Baby George got into a plane crash in a jungle, stayed alive and was adopted by a wise ape. Ursula Stanhope, US noble woman is saved from death on safari by grown-up George, and he takes her to jungle to live with him. He slowly learns a rules of human relationships, while Ursula's lover Lyle is looking for her and the one who took her. After they are found, Ursula takes George to the USA."
